"model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
" 3 Series",2020,34993,"Semi-Auto",6250,"Diesel",145,47.9,3
" 2 Series",2018,17890,"Automatic",9370,"Petrol",150,40.9,1.5
" X1",2018,18502,"Manual",12800,"Diesel",145,68.9,2
" 5 Series",2013,11599,"Automatic",58995,"Diesel",200,48.7,3
" 2 Series",2019,22650,"Manual",100,"Diesel",145,61.4,2
" 5 Series",2017,29995,"Semi-Auto",36107,"Diesel",145,51.4,3
" 5 Series",2019,28000,"Semi-Auto",16000,"Diesel",145,60.1,3
" X1",2017,19995,"Semi-Auto",48000,"Diesel",125,57.6,2
" Z4",2020,35850,"Semi-Auto",5,"Petrol",145,37.2,2
" X5",2019,58898,"Semi-Auto",100,NA,150,37.7,3
" i3",2017,19300,"Automatic",32867,"Other",0,470.8,0.6
" 4 Series",2019,30766,"Automatic",123,"Diesel",145,60.1,2
" X3",2019,54000,"Automatic",2209,"Petrol",145,24.8,3
" 5 Series",2013,10000,"Semi-Auto",87457,"Diesel",145,56.5,2
" 2 Series",2020,31150,"Manual",101,"Petrol",145,40.4,1.5
" 5 Series",2019,30980,"Automatic",3718,"Diesel",145,62.8,2
" M3",2015,29750,"Automatic",42000,"Petrol",300,34,3
" 4 Series",2019,25450,"Semi-Auto",1678,"Petrol",145,48.7,2
" X1",2019,27280,"Automatic",5231,"Petrol",145,48.7,2
" 6 Series",2016,20999,"Automatic",45140,"Diesel",200,49.6,3
" 3 Series",2016,12100,"Manual",53855,"Diesel",30,62.8,2
" 1 Series",2015,10795,"Manual",55820,"Diesel",20,70.6,1.5
" 1 Series",2019,30180,"Automatic",5979,"Diesel",145,48.7,2
" 1 Series",2016,11200,"Manual",54008,"Diesel",30,62.8,2
" 3 Series",2015,15695,"Semi-Auto",59204,"Diesel",200,49.6,3
" 2 Series",2017,16499,"Automatic",16888,"Petrol",145,51.4,1.5
" 3 Series",2015,16698,"Semi-Auto",28321,"Diesel",145,53.3,3
" X4",2019,34990,"Automatic",7000,"Diesel",150,42.8,2
" 1 Series",2017,16995,"Automatic",13552,"Diesel",145,68.9,1.5
" 2 Series",2017,14000,"Automatic",17740,"Diesel",150,68.9,2
" 4 Series",2020,27495,"Semi-Auto",10,"Petrol",145,48.7,2
" 3 Series",2019,24980,"Semi-Auto",6941,"Petrol",145,42.2,2
" 2 Series",2016,20980,"Automatic",17500,"Petrol",200,39.8,3
" 3 Series",2013,10295,"Automatic",31850,"Petrol",145,47.9,1.6
" 4 Series",2014,15888,"Manual",38000,"Diesel",125,57.6,2
" 3 Series",2018,22110,"Semi-Auto",26309,"Diesel",145,51.4,3
" 2 Series",2017,14500,"Automatic",24194,"Petrol",145,53.3,1.5
" 1 Series",2017,21995,"Semi-Auto",23000,"Petrol",145,39.8,3
" 2 Series",2019,20980,"Semi-Auto",7532,"Petrol",145,50.4,2
" M4",2020,48000,"Semi-Auto",30,"Petrol",145,34,3
" 2 Series",2017,23490,"Semi-Auto",7918,"Petrol",145,39.8,3
" 3 Series",2018,19940,"Automatic",20610,"Petrol",145,48.7,2
" 3 Series",2015,15491,"Automatic",35248,"Diesel",30,64.2,2
" 3 Series",2019,23980,"Semi-Auto",4063,"Diesel",145,62.8,2
" 5 Series",2015,14000,"Semi-Auto",52281,"Diesel",30,62.8,2
" 3 Series",2019,34790,"Automatic",123,"Diesel",145,50.4,2
" 6 Series",2017,27197,"Semi-Auto",6245,"Diesel",145,51.4,3
" 5 Series",2016,16890,"Semi-Auto",22600,"Diesel",30,62.8,2
" 4 Series",2016,22431,"Semi-Auto",31663,"Diesel",160,51.4,3
" 2 Series",2015,11399,"Manual",32940,"Diesel",30,62.8,2
" 1 Series",2016,10300,"Manual",45820,"Petrol",125,53.3,1.5
" 1 Series",2019,19850,"Automatic",1555,"Petrol",145,54.3,1.5
" X1",2017,18198,"Semi-Auto",23380,"Diesel",125,60.1,2
" 2 Series",2019,18350,"Manual",16606,"Petrol",150,52.3,1.5
" 1 Series",2018,13100,"Automatic",33372,"Petrol",145,58.9,1.5
" 4 Series",2015,15490,"Automatic",76000,"Diesel",160,50.4,3
" X1",2017,17621,"Semi-Auto",27531,"Diesel",30,65.7,2
" 1 Series",2018,19950,"Semi-Auto",9271,"Petrol",145,47.9,2
" 4 Series",2018,23999,"Automatic",9544,"Petrol",145,48.7,2
" 1 Series",2018,15800,"Semi-Auto",11132,"Petrol",145,55.5,1.5
" 3 Series",2011,4994,"Manual",112000,"Diesel",30,62.8,2
" 3 Series",2016,12950,"Manual",59833,"Diesel",125,61.4,2
" 3 Series",2019,28990,"Semi-Auto",4100,"Petrol",145,42.2,2
" 5 Series",2017,21790,"Automatic",27744,"Diesel",145,60.1,2
" 7 Series",2017,38950,"Semi-Auto",7500,"Petrol",150,35.3,4.4
" 1 Series",2012,6950,"Automatic",96596,"Diesel",30,64.2,2
" 1 Series",2016,12000,"Manual",38700,"Petrol",125,52.3,1.5
" 5 Series",2019,42650,"Semi-Auto",101,"Petrol",145,50.4,2
" 1 Series",2017,17490,"Semi-Auto",10571,"Diesel",30,65.7,2
" X4",2019,36980,"Semi-Auto",2294,"Diesel",150,40.9,3
" X1",2016,18795,"Automatic",14868,"Petrol",160,44.8,2
" 1 Series",2017,14500,"Manual",13681,"Diesel",145,65.7,2
" 5 Series",2020,40995,"Semi-Auto",2712,"Hybrid",145,55.4,2
" 3 Series",2020,35999,"Semi-Auto",5000,"Diesel",145,47.9,3
" 2 Series",2019,20980,"Manual",1000,"Petrol",145,52.3,1.5
" 3 Series",2016,12950,"Manual",33301,"Petrol",145,49.6,1.5
" 1 Series",2019,15989,"Automatic",12192,"Petrol",145,55.5,1.5
" 3 Series",2017,16690,"Manual",14348,"Petrol",150,48.7,2
" X1",2016,18199,"Automatic",30405,"Diesel",125,57.6,2
" X5",2014,18400,"Automatic",59307,"Diesel",160,50.4,2
" 2 Series",2019,25995,"Semi-Auto",2348,"Diesel",145,64.2,2
" X6",2013,17999,"Automatic",44176,"Diesel",300,37.7,3
" 5 Series",2017,21999,"Automatic",30990,"Diesel",145,62.8,2
" 4 Series",2018,20590,"Semi-Auto",17000,"Petrol",150,48.7,2
" 5 Series",2019,25990,"Semi-Auto",11114,"Diesel",145,65.7,2
" X2",2019,28480,"Semi-Auto",3282,"Petrol",145,39.8,2
" 4 Series",2019,30991,"Semi-Auto",4762,"Petrol",145,41.5,3
" 5 Series",2015,10000,"Automatic",131520,"Diesel",125,60.1,2
" 5 Series",2017,21420,"Semi-Auto",31569,"Diesel",145,65.7,2
" X3",2015,19980,"Semi-Auto",37790,"Diesel",150,54.3,2
" 4 Series",2017,17495,"Manual",13471,"Petrol",145,46.3,2
" X3",2016,20100,"Automatic",36157,"Diesel",200,47.9,3
" 4 Series",2014,16399,"Automatic",58488,"Diesel",160,50.4,3
" 3 Series",2019,24450,"Manual",3973,"Diesel",145,64.2,2
" 5 Series",2019,30980,"Semi-Auto",2420,"Hybrid",135,156.9,2
" X3",2019,33450,"Semi-Auto",2839,"Diesel",145,54.3,2
" X1",2018,22397,"Semi-Auto",2570,"Petrol",145,37.7,2
" 3 Series",2016,17850,"Automatic",28702,"Hybrid",0,134.5,2
" 1 Series",2018,15499,"Manual",20814,"Petrol",145,53.3,1.5
" 2 Series",2020,28993,"Semi-Auto",500,"Diesel",145,67.3,2
" 3 Series",2019,32060,"Automatic",123,"Diesel",145,60.1,2
" X1",2017,14600,"Manual",40831,"Diesel",145,68.9,2
" 1 Series",2019,19798,"Semi-Auto",16406,"Diesel",150,67.3,2
" X1",2016,18797,"Automatic",13505,"Diesel",125,57.6,2
" 2 Series",2019,21600,"Manual",1455,"Diesel",145,51.4,2
" 4 Series",2018,21300,"Automatic",20024,"Petrol",145,45.6,2
" 1 Series",2017,11030,"Manual",35321,"Diesel",145,83.1,1.5
" 3 Series",2011,11995,"Manual",48000,"Diesel",145,55.4,2
" X2",2019,30571,"Automatic",123,"Diesel",145,58.9,2
" 5 Series",2019,41070,"Automatic",10,"Diesel",145,65.7,2
" X4",2019,47480,"Automatic",123,"Petrol",145,26.9,3
" 2 Series",2019,21995,"Semi-Auto",6100,"Diesel",145,62.8,2
" 3 Series",2019,27998,"Semi-Auto",11658,"Diesel",150,48.7,2
" X3",2019,34510,"Automatic",8620,"Diesel",145,54.3,2
" 3 Series",2017,15000,"Automatic",85070,"Hybrid",135,134.5,2
" X1",2019,26970,"Semi-Auto",10730,"Diesel",145,50.4,2
" 1 Series",2012,7995,"Manual",63635,"Diesel",30,62.8,2
" 4 Series",2018,22275,"Semi-Auto",18243,"Petrol",145,48.7,2
" 1 Series",2016,10340,"Manual",38936,"Diesel",20,72.4,1.5
" 1 Series",2018,18995,"Automatic",11885,"Petrol",150,36.7,2
" 1 Series",2014,11995,"Semi-Auto",23000,"Petrol",125,50.4,1.6
" X4",2019,44000,"Semi-Auto",3253,"Petrol",145,26.9,3
" 5 Series",2015,13440,"Automatic",59775,"Diesel",NA,62.8,2
" X6",2016,31995,"Semi-Auto",39026,"Diesel",205,47.1,3
" 1 Series",2018,14495,"Manual",24000,"Petrol",145,53.3,1.5
" X5",2019,46740,"Automatic",4399,"Diesel",145,37.7,3
" 5 Series",2020,34750,"Automatic",101,"Diesel",145,60.1,3
" 5 Series",2016,14499,"Automatic",48863,"Diesel",30,62.8,2
" 1 Series",2016,14589,"Automatic",45000,"Diesel",30,65.7,2
" X1",2018,16995,"Semi-Auto",17276,NA,150,46.3,1.5
" X4",2018,34000,"Semi-Auto",935,"Diesel",145,42.8,2
" 6 Series",2020,44950,"Semi-Auto",1237,"Diesel",145,44.1,2
" X1",2018,21995,"Manual",7252,"Petrol",145,51.4,1.5
" 4 Series",2020,27495,"Semi-Auto",10,"Diesel",145,65.7,2
" 3 Series",2019,23980,"Semi-Auto",2480,"Petrol",145,47.9,2
" 3 Series",2017,20799,"Semi-Auto",19559,NA,145,NA,2
" 3 Series",2015,14699,"Automatic",64523,"Diesel",160,51.4,3
" 5 Series",2010,6500,"Automatic",129000,"Diesel",205,46.3,3
" 5 Series",2019,24400,"Automatic",32025,"Petrol",150,47.9,2
" 3 Series",2019,25980,"Manual",4903,"Diesel",145,54.3,2
" 3 Series",2015,12500,"Automatic",107940,"Diesel",145,56.5,3
" 1 Series",2019,19850,"Semi-Auto",8000,"Petrol",145,54.3,1.5
" 1 Series",2015,10790,"Manual",29550,"Petrol",125,53.3,1.5
" 1 Series",2016,15495,"Automatic",31000,"Petrol",145,43.5,2
" 1 Series",2017,13799,"Manual",22072,"Diesel",145,65.7,2
" 5 Series",2019,28950,"Automatic",6800,"Petrol",145,50.4,2
" X1",2019,27380,"Semi-Auto",1940,"Diesel",145,65.7,2
" 5 Series",2019,27950,"Semi-Auto",9239,"Hybrid",150,62.8,2
" 3 Series",2019,27450,"Semi-Auto",7827,"Petrol",145,43.5,2
" X1",2019,27440,"Manual",123,"Petrol",145,39.8,1.5
" 4 Series",2018,22440,"Semi-Auto",13673,"Petrol",145,48.7,2
" 2 Series",2019,22985,"Semi-Auto",7836,"Petrol",150,47.9,2
" 1 Series",2017,14127,"Manual",43655,"Diesel",20,68.9,2
" 3 Series",2016,12000,"Manual",57918,"Diesel",125,58.9,2
" 3 Series",2013,9995,"Manual",74449,"Petrol",200,41.5,2
" 2 Series",2020,28995,"Semi-Auto",5,"Diesel",145,67.3,2
" 3 Series",2015,10999,"Manual",57693,"Petrol",160,44.1,2
" 3 Series",2019,17480,"Semi-Auto",22539,"Petrol",150,51.4,1.5
" 1 Series",2019,22750,"Manual",8543,"Diesel",145,70.6,1.5
" 1 Series",2012,8990,"Automatic",64000,"Diesel",165,51.4,2
" 3 Series",2017,14999,"Automatic",78446,"Hybrid",0,134.5,2
" 2 Series",2019,19880,"Automatic",8556,"Diesel",145,52.3,2
" X1",2016,20999,"Automatic",8000,"Petrol",160,44.8,2
" M2",2019,47980,"Semi-Auto",100,"Petrol",145,29.1,3
" 1 Series",2019,27410,"Automatic",123,"Diesel",145,51.4,2
" 3 Series",2017,13500,"Automatic",48704,"Petrol",125,51.4,2
" 3 Series",2020,33990,"Semi-Auto",5665,"Petrol",145,40.4,2
" 1 Series",2016,9995,"Manual",30000,"Diesel",0,83.1,1.5
" X3",2018,34990,"Semi-Auto",16202,"Petrol",145,34.5,3
" 5 Series",2015,12999,"Manual",52217,"Diesel",125,60.1,2
" 3 Series",2016,14995,"Manual",43400,"Diesel",125,58.9,2
" X1",2015,15881,"Semi-Auto",21992,"Diesel",160,52.3,2
" 3 Series",2016,19495,"Automatic",27500,"Diesel",160,51.4,3
" 4 Series",2019,25285,"Semi-Auto",9212,"Petrol",145,45.6,2
" 3 Series",2019,26995,"Automatic",2407,"Diesel",145,57.6,2
" 1 Series",2016,15100,"Automatic",21748,"Diesel",20,67.3,2
" 3 Series",2015,14490,"Semi-Auto",55024,"Diesel",30,62.8,2
" 3 Series",2020,30850,"Semi-Auto",5656,"Diesel",150,NA,2
" 5 Series",2019,29898,"Semi-Auto",2743,"Diesel",145,60.1,2
" 2 Series",2018,20642,"Semi-Auto",6614,"Petrol",145,36.2,2
" X1",2019,27890,"Semi-Auto",5490,"Petrol",145,44.8,2
" 5 Series",2018,30990,"Semi-Auto",12,"Diesel",145,49.6,2
" 1 Series",2015,15642,"Automatic",47361,"Petrol",235,NA,3
" 5 Series",2019,26275,"Semi-Auto",7585,"Diesel",145,65.7,2
" 1 Series",2017,21498,"Semi-Auto",21564,"Petrol",145,39.8,3
" X5",2019,49990,"Semi-Auto",751,"Petrol",145,27.2,3
" 1 Series",2017,11991,"Automatic",108000,"Petrol",150,47.9,2
" X1",2019,24950,"Automatic",5217,"Diesel",145,60.1,2
" X1",2017,22495,"Semi-Auto",20470,"Diesel",145,57.6,2
" 3 Series",2019,27450,"Manual",2039,"Diesel",145,54.3,2
" 7 Series",2020,53995,"Semi-Auto",3500,"Diesel",145,42.2,3
" 5 Series",2015,12490,"Automatic",88000,"Diesel",30,62.8,2
" 3 Series",2017,16500,"Semi-Auto",38620,"Diesel",150,64.2,2
" 4 Series",2019,27992,"Semi-Auto",9756,"Diesel",150,65.7,2
" X4",2015,19485,"Manual",53755,"Diesel",160,52.3,2
" 1 Series",2013,9490,"Automatic",63000,"Diesel",160,51.4,2
" X1",2019,32495,"Automatic",6,"Diesel",145,52.3,2
" 1 Series",2017,16990,"Manual",32000,NA,30,62.8,2
" 2 Series",2018,16998,"Manual",4302,"Petrol",145,40.9,1.5
" 5 Series",2013,10780,"Semi-Auto",84842,"Diesel",145,55.4,2
" 4 Series",2016,20499,"Automatic",16955,"Diesel",145,53.3,3
" 6 Series",2019,31999,"Semi-Auto",3035,"Diesel",150,44.1,2
" 2 Series",2019,23999,"Semi-Auto",6883,"Petrol",145,47.9,2
" 6 Series",2016,22990,"Semi-Auto",21654,"Diesel",200,49.6,3
" X1",2016,15999,"Manual",44434,"Diesel",125,58.9,2
" 1 Series",2019,17797,"Manual",12266,"Diesel",150,65.7,2
" X3",2017,21750,"Automatic",25776,"Diesel",200,47.9,3
" X2",2019,23980,"Automatic",6351,"Diesel",145,61.4,2
" 4 Series",2014,14750,"Semi-Auto",60212,"Diesel",125,58.9,2
" X5",2019,52875,"Semi-Auto",13,"Diesel",150,37.7,3
" X1",2019,21850,"Automatic",6141,"Petrol",145,46.3,1.5
" 1 Series",2019,18500,"Semi-Auto",12054,"Petrol",150,54.3,1.5
" 3 Series",2018,21495,"Semi-Auto",23000,"Diesel",145,62.8,2
" X7",2019,74980,"Automatic",7901,"Diesel",145,31.4,3
" X1",2014,12901,"Semi-Auto",65912,"Diesel",165,52.3,2
" X3",2016,15795,"Automatic",73850,"Diesel",200,47.9,3
" 4 Series",2015,14995,"Manual",51611,"Diesel",125,58.9,2
" 1 Series",2017,16444,"Semi-Auto",20848,"Petrol",145,48.7,2
" 3 Series",2020,34995,"Semi-Auto",11,"Diesel",145,49.6,2
" X2",2019,31790,"Semi-Auto",4169,"Petrol",145,34,2
" 3 Series",2014,14882,"Semi-Auto",63820,"Diesel",165,49.6,3
" 3 Series",2016,12750,"Manual",30521,"Diesel",20,68.9,2
" 1 Series",2015,11000,"Manual",40829,"Diesel",20,70.6,1.5
" M4",2018,38776,"Manual",8869,"Petrol",145,32.1,3
" 3 Series",2020,37995,"Semi-Auto",102,"Petrol",145,40.4,2
" 6 Series",2019,34442,"Semi-Auto",16935,"Diesel",145,47.9,3
" 3 Series",2016,14022,"Automatic",72820,"Hybrid",0,134.5,2
" 3 Series",2019,23950,"Semi-Auto",5445,"Diesel",145,62.8,2
" 4 Series",2019,28898,"Semi-Auto",5000,"Petrol",145,48.7,2
" 5 Series",2017,22490,"Semi-Auto",26002,"Diesel",145,68.9,2
" 2 Series",2014,11999,"Manual",31289,"Diesel",30,62.8,2
" 3 Series",2019,25780,"Semi-Auto",68945,"Petrol",150,45.6,2
" X5",2015,21990,"Automatic",94643,"Diesel",205,47.1,3
" X1",2016,15995,"Semi-Auto",50131,"Diesel",125,60.1,2
" 3 Series",2020,36650,"Automatic",4500,"Diesel",145,49.6,2
" Z4",2020,31990,"Semi-Auto",9,"Petrol",145,38.7,2
" M4",2019,44889,"Automatic",299,"Petrol",145,32.5,3
" 1 Series",2017,15000,"Manual",14526,"Petrol",125,52.3,1.5
" 3 Series",2020,28985,"Semi-Auto",2958,"Petrol",145,42.2,2
" 1 Series",2016,11980,"Manual",49629,"Petrol",125,53.3,1.5
" 3 Series",2009,4195,"Manual",70000,"Petrol",165,47.9,2
" 2 Series",2017,16191,"Semi-Auto",23295,"Diesel",20,68.9,2
" X3",2016,20750,"Automatic",63000,"Diesel",200,47.9,3
" X3",2019,35750,"Automatic",4466,"Diesel",145,54.3,2
" X5",2019,46440,"Semi-Auto",1486,"Diesel",145,37.7,3
" X3",2015,18298,"Semi-Auto",58779,"Diesel",145,54.3,2
" 4 Series",2015,15995,"Automatic",47822,"Diesel",30,65.7,2
" 3 Series",2019,34995,"Automatic",5873,"Diesel",145,50.4,2
" 3 Series",2017,19995,"Semi-Auto",28243,"Diesel",145,60.1,2
" 2 Series",2019,20450,"Manual",101,"Petrol",145,42.2,1.5
" 3 Series",2020,22850,"Semi-Auto",12,"Petrol",145,43.5,2
" 1 Series",2010,4995,"Manual",93800,"Diesel",30,62.8,2
" 3 Series",2019,29995,"Semi-Auto",3150,"Petrol",145,42.2,2
" 3 Series",2019,42995,"Automatic",1606,"Petrol",145,34.9,3
" 3 Series",2016,12999,"Automatic",33332,"Petrol",NA,54.3,1.5
" X1",2018,20980,"Semi-Auto",29757,"Diesel",150,60.1,2
" X5",2017,34000,"Automatic",22158,"Diesel",205,47.1,3
" 1 Series",2014,8590,"Manual",52447,"Petrol",150,50.4,1.6
" 3 Series",2019,21220,"Semi-Auto",19494,"Petrol",145,48.7,2
" 2 Series",2017,14998,"Semi-Auto",38576,"Diesel",145,68.9,1.5
" 3 Series",2017,23990,"Semi-Auto",18224,"Diesel",145,53.3,3
" 2 Series",2019,23998,"Semi-Auto",2318,"Petrol",145,47.9,2
" X1",2017,21500,"Automatic",25100,"Diesel",145,57.6,2
" X1",2020,28999,"Semi-Auto",243,"Diesel",145,36.7,2
" 4 Series",2019,31480,"Automatic",6822,"Diesel",145,50.4,3
" 1 Series",2019,25995,"Semi-Auto",10572,"Petrol",145,39.8,3
" 1 Series",2015,12250,"Manual",34473,"Petrol",125,NA,1.5
" 5 Series",2019,24295,"Semi-Auto",4982,"Petrol",145,50.4,2
" 3 Series",2017,18300,"Automatic",39594,"Diesel",160,51.4,3
" X1",2014,11499,"Automatic",58599,NA,160,51.4,2
" 5 Series",2015,11950,"Semi-Auto",71766,"Diesel",30,62.8,2
" M4",2016,31498,"Semi-Auto",21107,"Petrol",300,34,3
" 3 Series",2019,25490,"Semi-Auto",6219,"Petrol",150,42.2,2
" 3 Series",2016,15750,"Manual",34484,"Diesel",125,58.9,2
" X1",2017,15200,"Automatic",36701,"Diesel",30,NA,2
" 3 Series",2015,16940,"Automatic",41115,"Diesel",165,51.4,3
" M4",2020,43000,"Semi-Auto",40,"Petrol",145,34,3
" 8 Series",2020,56990,"Semi-Auto",3242,"Petrol",150,33.6,3
" 5 Series",2018,22912,"Semi-Auto",16530,"Diesel",145,68.9,2
" 1 Series",2019,24160,"Manual",5181,"Petrol",145,41.5,1.5
" 4 Series",2016,26442,"Semi-Auto",19344,"Petrol",235,39.2,3
" 4 Series",2019,23775,"Manual",8293,"Diesel",145,62.8,2
" X5",2016,29985,"Automatic",80058,"Diesel",235,42.8,3
" 1 Series",2019,24795,"Semi-Auto",11318,"Petrol",145,39.8,3
" 3 Series",2019,23990,"Semi-Auto",7015,"Diesel",145,53.3,2
" X3",2017,27947,"Semi-Auto",33158,"Diesel",200,47.1,3
" 3 Series",2015,16299,"Manual",24331,"Petrol",200,41.5,2
" 3 Series",2018,19490,"Semi-Auto",28816,"Petrol",150,48.7,2
" 2 Series",2018,17000,"Manual",19566,"Diesel",145,54.3,2
" 4 Series",2015,16896,"Semi-Auto",41000,"Diesel",150,56.5,2
" 1 Series",2015,10490,"Manual",45000,"Diesel",30,65.7,2
" X4",2019,38380,"Automatic",3502,"Diesel",145,42.8,2
" X3",2017,25950,"Semi-Auto",19817,"Diesel",145,54.3,2
" 1 Series",2014,9250,"Manual",55760,"Diesel",30,65.7,2
" Z4",2019,32450,"Semi-Auto",9955,"Petrol",145,38.7,2
" 2 Series",2019,22646,"Manual",123,"Petrol",145,52.3,1.5
" 3 Series",2016,17950,"Automatic",40337,"Diesel",145,53.3,3
" 6 Series",2018,28990,"Semi-Auto",10250,"Diesel",145,49.6,3
" 3 Series",2020,34900,"Automatic",10,"Petrol",145,40.4,2
" 4 Series",2017,22500,"Automatic",25168,"Diesel",160,51.4,3
" 2 Series",2019,22995,"Manual",1000,"Petrol",145,42.8,1.5
" 5 Series",2013,11990,"Automatic",56000,"Diesel",125,57.6,2
" 2 Series",2016,12799,"Manual",57561,"Diesel",30,67.3,1.5
" 3 Series",2017,22998,"Semi-Auto",25585,"Diesel",145,51.4,3
" 3 Series",2016,14991,"Semi-Auto",20923,"Diesel",20,70.6,2
" 3 Series",2019,37750,"Automatic",5000,"Diesel",145,47.9,3
" 3 Series",2019,26998,"Semi-Auto",14572,"Diesel",145,48.7,2
" X3",2019,43875,"Automatic",8200,"Petrol",145,34.5,3
" 2 Series",2019,23441,"Semi-Auto",8683,"Petrol",150,47.9,2
" X3",2019,34950,"Semi-Auto",14,"Diesel",145,54.3,2
" 3 Series",2016,18000,"Semi-Auto",29978,"Diesel",160,51.4,3
" 4 Series",2017,18950,"Automatic",30145,"Diesel",145,58.9,2
" 1 Series",2017,14950,"Manual",9463,"Diesel",145,72.4,1.5
" X4",2015,19500,"Manual",39824,"Diesel",160,52.3,2
" 3 Series",2017,12300,"Manual",40982,"Diesel",145,67.3,2
" 5 Series",2019,29042,"Semi-Auto",3506,"Diesel",145,62.8,2
" X5",2019,56980,"Semi-Auto",11449,"Diesel",145,33.6,3
" 2 Series",2019,24444,"Semi-Auto",3550,"Diesel",145,64.2,2
" 6 Series",2015,20490,"Semi-Auto",46659,"Diesel",160,49.6,3
" 1 Series",2019,31791,"Semi-Auto",6000,"Petrol",150,34.5,2
" X3",2019,33750,"Automatic",5000,"Diesel",145,54.3,2
" 3 Series",2019,23498,"Automatic",9117,"Diesel",145,54.3,2
" 4 Series",2020,26500,"Semi-Auto",37,"Petrol",145,48.7,2
" 2 Series",2017,18299,"Automatic",22502,"Diesel",145,55.4,2
" 1 Series",2017,14780,"Manual",23552,"Diesel",145,72.4,1.5
" 1 Series",2015,10899,"Manual",64716,"Diesel",30,65.7,2
" 3 Series",2016,16500,"Automatic",23340,"Diesel",30,64.2,2
" 1 Series",2016,12500,"Manual",11734,"Petrol",125,53.3,1.5
" 3 Series",2019,30990,"Semi-Auto",1204,"Diesel",145,49.6,2
" X5",2016,26900,"Automatic",17303,"Diesel",205,47.9,3
" 2 Series",2020,34988,"Automatic",5000,"Petrol",145,36.2,2
" M4",2016,31870,"Semi-Auto",21533,"Petrol",300,34,3
" 2 Series",2016,16322,"Semi-Auto",47254,"Diesel",125,61.4,2
" 3 Series",2013,11495,"Automatic",62000,"Diesel",30,62.8,2
" 4 Series",2017,23475,"Semi-Auto",29819,"Diesel",145,50.4,3
" 1 Series",2014,16998,"Semi-Auto",30954,"Petrol",235,37.7,3
" 5 Series",2017,15995,"Automatic",59069,"Diesel",30,68.9,2
" 3 Series",2019,38480,"Automatic",4816,"Diesel",145,43.5,3
" 1 Series",2019,19840,"Semi-Auto",5077,"Petrol",145,55.5,1.5
" X1",2016,16798,"Automatic",46344,"Diesel",145,55.4,2
" 1 Series",2016,12369,"Manual",46170,"Diesel",20,70.6,1.5
" 3 Series",2014,12800,"Manual",51477,"Diesel",125,57.6,2
" 3 Series",2019,23500,"Semi-Auto",21,"Diesel",145,70.6,2
" 1 Series",2019,15989,"Automatic",12212,"Petrol",145,55.5,1.5
" 2 Series",2017,13100,"Automatic",31096,"Diesel",150,68.9,2
" 5 Series",2019,22495,"Automatic",21101,"Petrol",150,50.4,2
" 1 Series",2019,27720,"Manual",123,"Diesel",145,53.3,2
" 3 Series",2015,12300,"Automatic",38998,"Diesel",30,62.8,2
" 1 Series",2016,19989,"Manual",24322,"Petrol",265,36.2,3
" 2 Series",2019,27995,"Semi-Auto",11,"Petrol",145,39.8,3
" 2 Series",2019,22894,"Semi-Auto",5571,"Petrol",145,39.2,1.5
" 3 Series",2018,20690,"Automatic",16986,"Diesel",145,64.2,2
" X4",2015,26332,"Semi-Auto",8732,"Diesel",205,47.9,3
" 4 Series",2019,34680,"Automatic",3428,"Diesel",145,49.6,3
" 5 Series",2017,16850,"Automatic",30379,"Diesel",125,60.1,2
" X3",2019,34991,"Semi-Auto",7646,"Petrol",150,30.4,2
" 1 Series",2018,23498,"Semi-Auto",11131,"Petrol",145,39.8,3
" X5",2019,43946,"Automatic",5856,"Diesel",145,37.7,3
" 7 Series",2007,5200,"Automatic",83000,"Diesel",325,34.4,2.5
" 1 Series",2019,20875,"Manual",5922,"Petrol",145,44.1,1.5
" X5",2017,31992,"Automatic",39000,"Diesel",200,47.1,3
" 3 Series",2016,11590,"Automatic",86500,"Diesel",20,70.6,2
" X1",2017,20450,"Semi-Auto",25725,"Diesel",145,55.4,2
" 3 Series",2019,25480,"Automatic",9839,"Diesel",145,57.7,2
" 2 Series",2017,15100,"Manual",31265,"Petrol",145,47.1,1.5
" 4 Series",2017,16800,"Automatic",44011,"Diesel",150,65.7,2
" 5 Series",2018,28500,"Automatic",11162,"Diesel",145,60.1,3
" X2",2019,32000,"Semi-Auto",10,"Petrol",145,34,2
" 1 Series",2015,10600,"Manual",25997,"Diesel",20,68.9,2
" 4 Series",2015,13242,"Manual",71179,"Diesel",30,62.8,2
" 4 Series",2019,29999,"Automatic",3403,"Diesel",145,60.1,2
" 2 Series",2019,21980,"Automatic",5913,"Hybrid",135,148.7,1.5
" 3 Series",2019,37890,"Semi-Auto",4713,"Petrol",145,34.9,3
" 3 Series",2017,18998,"Semi-Auto",30355,"Diesel",145,64.2,2
" 1 Series",2017,15490,"Automatic",26000,"Diesel",125,61.4,2
" 5 Series",2016,10000,"Automatic",124840,"Diesel",30,NA,2
" 5 Series",2019,27802,"Semi-Auto",6891,"Diesel",145,65.7,2
" 5 Series",2017,22993,"Semi-Auto",23310,"Diesel",160,51.4,2
" 4 Series",2016,18499,"Automatic",60018,"Diesel",160,49.6,3
" 1 Series",2019,24600,"Semi-Auto",7072,"Petrol",145,40.4,1.5
" 1 Series",2019,25995,"Manual",500,"Petrol",145,41.5,1.5
" 4 Series",2016,17994,"Semi-Auto",21991,"Petrol",150,48.7,2
